branch,file,function_addr,candidate_role,score,confidence,evidence_level,callers,callees,xdata_refs,string_refs,constants,related_project_unknowns,notes
A03_A04,A03_26.PZU,0x67E8,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x6777,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x680C,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0xAE6B,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6824,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0xA914,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6834,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x9F6D|0xAE7B,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x683F,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x64CC|0x64F2|0x874C|0x875D|0xA275|0xA286|0xA297|0xA2A8|0xA2B9|0xA2CA|0xA2DB|0xA2EC|0xA303|0xA314|0xA325|0xA336|0xA347|0xA358|0xA369|0xA37A,,call_xref_lcalls=20; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x68E6,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x41FC|0x8056|0x8F1A,,call_xref_lcalls=3; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x68F9,packet_export_bridge,2.0,hypothesis,cross_family_pattern,0x805F,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6913,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x6549|0x66EA|0x9449|0xA90D,,call_xref_lcalls=4; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x691A,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x6511|0x656D|0x6689|0x6693|0x669D|0x66A7|0x66B1|0x66BB|0x66C5|0x6750|0x6753|0x6756|0x6759|0x675C|0x675F|0x6762|0x676F|0x9F25,,call_xref_lcalls=18; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x692E,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x660E|0x661F,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x693B,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x4204|0x65E9|0x805C|0x8F20,,call_xref_lcalls=4; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x694E,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x66E4|0x8752|0x8768|0xA27F|0xA290|0xA2A1|0xA2B2|0xA2C3|0xA2D4|0xA2E5|0xA30A|0xA31B|0xA32C|0xA33D|0xA34E|0xA35F|0xA370,,call_xref_lcalls=17; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6990,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x9F0C,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6991,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x93F9,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x699C,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x9FF0|0x9FF8,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x69A3,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x6587|0x6724|0x79E1|0x8013|0x8FDF|0xA008,0x6A06,call_xref_lcalls=6; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x69AC,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x665C,0x6A06,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x69B7,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0xA001,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x69C6,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x65DA|0x806D|0x812B,,call_xref_lcalls=3; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x69CE,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x653F|0x6590|0x662C|0x6644|0x6732,0x6A06,call_xref_lcalls=5; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6A06,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x69A3|0x69AC|0x69CE,,call_xref_lcalls=3; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6A15,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x80B9,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6AE9,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x6491|0x64AD|0x64B0|0x64B3|0x64B6,,call_xref_lcalls=5; bb_parent_hits=2,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6B0F,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x64B9|0x64DF,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6B22,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x6B19|0x6B1C|0x6B1F|0x86A4|0x887C|0x8895,,call_xref_lcalls=6; bb_parent_hits=2,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6B3A,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x649E|0x8877|0x8890,,call_xref_lcalls=3; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6B58,packet_export_bridge,2.0,hypothesis,cross_family_pattern,0x86F5|0x872B,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6B96,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x80A7|0xAE6E,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6B99,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x8EBA,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6BA2,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0xADEB,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6BA5,packet_export_bridge,2.0,hypothesis,cross_family_pattern,0x8EE5,,call_xref_lcalls=1; bb_parent_hits=7,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6C21,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x66CE,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6C3C,packet_export_bridge,2.0,hypothesis,cross_family_pattern,0x8FBA,,call_xref_lcalls=1; bb_parent_hits=10,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6C7E,packet_export_bridge,3.0,hypothesis,cross_family_pattern,0x647D|0xAE84,,call_xref_lcalls=2; bb_parent_hits=25,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6D2D,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x945B|0x9EF9,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6D2E,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x64FF|0x6531|0x659C|0x65B0|0x65C9|0x65E6|0x6609|0x661A|0x6639|0x6651|0x6669|0x6708|0x6720|0x672E|0x67B6|0x67F1|0x6CDA|0x709A|0x8021|0x8122|0x816C|0x875A|0x8765|0x8F7B|0x8FEA|0x9433|0x9446|0x946C|0x9491|0x94D7|0x9F22|0x9F6A|0xA011,,call_xref_lcalls=33; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6D38,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x6556|0x6788|0x9FE4|0xA90A,,call_xref_lcalls=4; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6D56,packet_export_bridge,2.0,hypothesis,cross_family_pattern,0x6601|0x6612,,call_xref_lcalls=2; bb_parent_hits=2,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6D5D,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x6594|0x65DE|0x6631|0x6649|0x6661,,call_xref_lcalls=5; bb_parent_hits=2,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6D6F,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x947B,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6D7E,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x9F01,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6D83,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x8059|0x8749|0x8755,,call_xref_lcalls=3; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6D88,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x874F|0x8760|0x8F1D,,call_xref_lcalls=3; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6D8D,packet_export_bridge,3.0,hypothesis,cross_family_pattern,0x8781,,call_xref_lcalls=1; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x6DC7,packet_export_bridge,2.0,hypothesis,cross_family_pattern,0x8028,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x708A,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x80AE,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x7099,packet_export_bridge,2.0,hypothesis,cross_family_pattern,0x8042|0x807B,,call_xref_lcalls=2; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x70B3,packet_export_bridge,4.0,hypothesis,cross_family_pattern,0x647A,,call_xref_lcalls=1; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x7259,packet_export_bridge,7.0,hypothesis,cross_family_pattern,0x6672,0x7339,queue@0x329C; call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x7339,packet_export_bridge,6.0,hypothesis,cross_family_pattern,0x7259,,queue@0x329C; aux@0x3298/0x32A2; call_xref_lcalls=1; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x7953,packet_export_bridge,7.0,hypothesis,cross_family_pattern,0x80A4,,queue@0x329C; call_xref_lcalls=1; bb_parent_hits=6,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x800B,packet_export_bridge,4.0,hypothesis,cross_family_pattern,0xAE3D,,call_xref_lcalls=1; bb_parent_hits=13,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x80C3,packet_export_bridge,3.0,hypothesis,cross_family_pattern,0x8018,,call_xref_lcalls=1; bb_parent_hits=9,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x810E,packet_export_bridge,3.0,hypothesis,cross_family_pattern,0xAE87,,call_xref_lcalls=1; bb_parent_hits=7,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x8692,packet_export_bridge,2.0,hypothesis,cross_family_pattern,0xAE91,,call_xref_lcalls=1; bb_parent_hits=5,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x86C5,packet_export_bridge,3.0,hypothesis,cross_family_pattern,0xAE81,,call_xref_lcalls=1; bb_parent_hits=13,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x8741,packet_export_bridge,4.0,hypothesis,cross_family_pattern,0x80C0,,call_xref_lcalls=1; bb_parent_hits=7,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x886D,packet_export_bridge,3.0,hypothesis,cross_family_pattern,0xAE40,,aux@0x3298/0x32A2; call_xref_lcalls=1; bb_parent_hits=14,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x8904,packet_export_bridge,10.0,probable,cross_family_pattern,0xAE4D,,queue@0x329C; selector@0x329D; aux@0x3298/0x32A2; call_xref_lcalls=1; bb_parent_hits=34,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x89EE,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x8979,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x89FE,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x898F,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x8A16,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x89A4,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x8A2E,packet_export_bridge,3.0,hypothesis,cross_family_pattern,0x89B9,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x8A42,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x89CE,,call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x8A5E,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x89F6|0x8A06|0x8A1E|0x8A36|0x8A4A,,call_xref_lcalls=5; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x8B0B,packet_export_bridge,6.0,hypothesis,cross_family_pattern,0x673D,,queue@0x329C; call_xref_lcalls=1; bb_parent_hits=1,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x8E92,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x6509,,call_xref_lcalls=1; bb_parent_hits=3,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x8EB1,packet_export_bridge,3.0,hypothesis,cross_family_pattern,0xAE7E,,call_xref_lcalls=1; bb_parent_hits=8,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x8EF3,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x6570|0x6575|0x8091,,call_xref_lcalls=3; bb_parent_hits=5,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
A03_A04,A03_26.PZU,0x8F01,packet_export_bridge,1.0,hypothesis,cross_family_pattern,0x9F12,,call_xref_lcalls=1; bb_parent_hits=4,0x5010:A.03 Serovskaq|0x5010:A.04 Serovskaq,,PU-001|PU-002|PU-004,A03/A04 bridge analog imported for cross-check only; no direct RS-485 semantic transfer.
