file,function_addr,role_candidate,basic_block_count,internal_block_count,incoming_lcalls,call_count,xdata_read_count,xdata_write_count,movc_count,packet_xdata_hits,queue_hits,selector_hits,snapshot_hits,object_table_hits,score,confidence,notes
A03_26.PZU,0x69B7,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A03_26.PZU,0x69C6,unknown,3,2,3,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=3; bb_parent_hits=3
A03_26.PZU,0x69CE,unknown,1,0,5,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=5; bb_parent_hits=1
A03_26.PZU,0x6A06,unknown,1,0,3,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=3; bb_parent_hits=1
A03_26.PZU,0x6A15,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A03_26.PZU,0x6AE9,unknown,2,1,5,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=5; bb_parent_hits=2
A03_26.PZU,0x6B0F,unknown,1,0,2,3,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=2; bb_parent_hits=1
A03_26.PZU,0x6B22,unknown,2,1,6,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=6; bb_parent_hits=2
A03_26.PZU,0x6B3A,unknown,3,2,3,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=3; bb_parent_hits=3
A03_26.PZU,0x6B96,unknown,1,0,2,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=2; bb_parent_hits=1
A03_26.PZU,0x6B99,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A03_26.PZU,0x6BA2,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A03_26.PZU,0x6C21,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A03_26.PZU,0x6D2D,unknown,1,0,2,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=2; bb_parent_hits=1
A03_26.PZU,0x6D2E,unknown,1,0,33,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=33; bb_parent_hits=1
A03_26.PZU,0x6D38,unknown,1,0,4,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=4; bb_parent_hits=1
A03_26.PZU,0x6D5D,unknown,2,1,5,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=5; bb_parent_hits=2
A03_26.PZU,0x6D6F,unknown,1,0,1,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A03_26.PZU,0x6D7E,unknown,1,0,1,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A03_26.PZU,0x6D83,unknown,1,0,3,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=3; bb_parent_hits=1
A03_26.PZU,0x6D88,unknown,1,0,3,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=3; bb_parent_hits=1
A03_26.PZU,0x708A,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A03_26.PZU,0x89EE,unknown,1,0,1,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A03_26.PZU,0x89FE,unknown,1,0,1,2,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A03_26.PZU,0x8A16,unknown,1,0,1,2,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A03_26.PZU,0x8A42,unknown,1,0,1,2,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A03_26.PZU,0x8A5E,unknown,1,0,5,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=5; bb_parent_hits=1
A03_26.PZU,0x8E92,unknown,3,2,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=3
A03_26.PZU,0x8EF3,unknown,5,4,3,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=3; bb_parent_hits=5
A03_26.PZU,0x8F01,unknown,4,3,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=4
A03_26.PZU,0x8F80,unknown,3,2,2,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=2; bb_parent_hits=3
A03_26.PZU,0x8F9D,unknown,3,2,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=3
A03_26.PZU,0x93B4,unknown,7,6,1,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=7
A03_26.PZU,0x941F,unknown,3,2,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=3
A03_26.PZU,0x9424,unknown,3,2,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=3
A03_26.PZU,0x948C,unknown,1,0,2,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=2; bb_parent_hits=1
A03_26.PZU,0x9F29,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A03_26.PZU,0x9F34,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x41D0,unknown,3,2,0,1,1,0,0,0,0,0,0,0,1,unknown,bb_parent_hits=3
A04_28.PZU,0x41E8,unknown,3,2,1,3,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=3
A04_28.PZU,0x492E,unknown,3,2,0,0,1,0,0,0,0,0,0,0,1,unknown,bb_parent_hits=3
A04_28.PZU,0x4954,unknown,3,2,0,0,1,0,0,0,0,0,0,0,1,unknown,bb_parent_hits=3
A04_28.PZU,0x669B,unknown,4,3,2,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=2; bb_parent_hits=4
A04_28.PZU,0x66B1,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x66C0,unknown,1,0,1,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x66D4,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x66E4,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x66FC,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x670C,unknown,1,0,2,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=2; bb_parent_hits=1
A04_28.PZU,0x6717,unknown,1,0,20,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=20; bb_parent_hits=1
A04_28.PZU,0x67BE,unknown,1,0,3,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=3; bb_parent_hits=1
A04_28.PZU,0x67D4,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x67EB,unknown,1,0,4,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=4; bb_parent_hits=1
A04_28.PZU,0x67F2,unknown,1,0,21,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=21; bb_parent_hits=1
A04_28.PZU,0x6806,unknown,1,0,2,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=2; bb_parent_hits=1
A04_28.PZU,0x6813,unknown,1,0,4,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=4; bb_parent_hits=1
A04_28.PZU,0x6826,unknown,1,0,17,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=17; bb_parent_hits=1
A04_28.PZU,0x6868,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x6869,unknown,1,0,1,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x6874,unknown,1,0,2,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=2; bb_parent_hits=1
A04_28.PZU,0x687B,unknown,1,0,5,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=5; bb_parent_hits=1
A04_28.PZU,0x6884,unknown,1,0,1,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x688F,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x689E,unknown,3,2,4,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=4; bb_parent_hits=3
A04_28.PZU,0x68A6,unknown,1,0,5,1,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=5; bb_parent_hits=1
A04_28.PZU,0x68DE,unknown,1,0,3,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=3; bb_parent_hits=1
A04_28.PZU,0x68ED,unknown,1,0,1,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=1; bb_parent_hits=1
A04_28.PZU,0x69C1,unknown,2,1,5,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=5; bb_parent_hits=2
A04_28.PZU,0x69E7,unknown,1,0,2,3,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=2; bb_parent_hits=1
A04_28.PZU,0x69FA,unknown,2,1,6,0,0,0,0,0,0,0,0,0,1,unknown,call_xref_lcalls=6; bb_parent_hits=2
