file,branch,function_addr,entry_evidence,incoming_lcalls,incoming_ljmps,incoming_sjmps,size_estimate,ret_count,call_count,xdata_read_count,xdata_write_count,movc_count,basic_block_count,internal_block_count,role_candidate,confidence
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x4933,mixed,0,0,0,38,1,0,1,0,0,3,2,unknown,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x4959,mixed,0,0,0,38,1,0,1,0,0,3,2,unknown,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x497F,mixed,0,0,0,10540,1,93,13,9,0,3,2,state_update_worker,unknown
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x72AB,mixed,24,0,0,1,0,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x72AC,mixed,77,1,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x72BB,mixed,2,0,0,6,2,0,0,0,0,3,2,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x72C1,mixed,2,1,0,7,1,0,0,0,0,3,2,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x72C8,mixed,13,0,0,9,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x72D1,mixed,3,0,1,11,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x72DC,mixed,12,0,0,8,0,1,0,0,0,3,2,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x72E4,mixed,7,0,0,20,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x72F8,mixed,3,0,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7307,mixed,3,0,0,15,0,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7316,mixed,11,0,0,57,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x734F,mixed,2,0,0,38,3,0,0,0,0,6,5,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7375,mixed,2,0,0,150,1,3,8,0,1,20,19,state_reader_or_packet_builder,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x740B,mixed,1,0,0,125,3,1,7,0,0,14,13,state_reader_or_packet_builder,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7488,mixed,10,0,0,18,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x749A,mixed,1,0,0,10,0,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x74A4,mixed,1,0,0,6,0,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x74AA,mixed,3,0,0,5,0,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x74AF,mixed,3,0,0,5,0,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x74B4,mixed,1,0,0,58,1,2,3,0,0,1,0,state_reader_or_packet_builder,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x74EE,mixed,2,0,0,216,0,1,1,0,0,1,0,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x75C6,mixed,2,0,0,596,1,0,1,1,0,1,0,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x781A,mixed,1,0,0,22,0,1,0,0,0,3,2,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7830,mixed,1,0,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x783F,mixed,2,0,0,19,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7852,mixed,2,0,0,14,0,0,0,0,0,3,2,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7860,mixed,1,0,0,51,1,0,0,2,0,1,0,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7893,mixed,1,0,0,37,1,0,2,0,0,1,0,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x78B8,mixed,1,0,0,51,0,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x78EB,mixed,2,1,1,239,2,1,9,0,0,3,2,state_reader_or_packet_builder,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x79DA,mixed,2,0,0,40,1,5,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7A02,mixed,2,0,0,373,1,5,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7B77,mixed,1,0,0,205,2,16,1,0,0,5,4,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7C44,mixed,1,0,0,269,0,3,9,1,0,1,0,state_reader_or_packet_builder,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7D51,mixed,1,0,0,351,0,1,12,3,0,3,2,state_update_worker,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x7EB0,mixed,1,0,0,984,0,2,26,8,2,1,0,state_update_worker,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8288,mixed,1,0,0,579,0,2,9,1,1,1,0,state_reader_or_packet_builder,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x84CB,mixed,1,0,0,47,0,5,0,0,0,3,2,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x84FA,mixed,1,0,0,1350,3,12,40,5,1,1,0,state_update_worker,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8A40,mixed,1,0,0,40,0,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8A68,mixed,1,2,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8A77,mixed,3,0,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8A86,mixed,1,0,0,351,2,2,0,0,2,11,10,code_table_or_ui_worker,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8BE5,mixed,1,0,1,190,0,22,4,2,1,5,4,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CA3,mixed,1,0,0,58,2,0,5,3,0,9,8,state_update_worker,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CDD,mixed,1,0,0,12,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8CE9,mixed,1,0,0,24,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D01,mixed,1,0,0,12,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D0D,mixed,3,0,0,3,0,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D10,mixed,10,0,0,43,0,1,1,0,0,1,0,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8D3B,mixed,1,0,0,354,3,19,3,0,0,16,15,dispatcher_or_router,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8E9D,mixed,1,0,0,27,1,0,0,0,0,3,2,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8EB8,mixed,1,0,0,268,3,12,16,4,0,18,17,dispatcher_or_router,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8FC4,mixed,5,0,0,10,1,0,1,0,0,1,0,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8FCE,mixed,4,0,0,13,1,0,1,0,0,1,0,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8FDB,mixed,2,0,0,8,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x8FE3,mixed,1,0,0,211,2,0,2,0,0,3,2,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x90B6,mixed,1,0,0,488,11,32,12,1,0,8,7,dispatcher_or_router,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x929E,mixed,1,0,0,305,4,36,7,4,0,8,7,dispatcher_or_router,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x93CF,mixed,2,0,0,14,1,1,0,2,0,1,0,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x93DD,mixed,5,0,0,15,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x93EC,mixed,4,0,0,13,1,0,1,0,0,1,0,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x93F9,mixed,1,0,0,916,2,18,23,6,2,14,13,dispatcher_or_router,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x978D,mixed,1,0,0,46,1,2,2,0,0,3,2,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x97BB,mixed,1,0,0,116,2,3,7,4,0,6,5,state_update_worker,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x982F,mixed,1,0,0,11,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x983A,mixed,1,0,0,166,1,12,3,0,0,3,2,state_reader_or_packet_builder,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x98E0,mixed,1,0,0,315,2,7,2,0,1,8,7,dispatcher_or_router,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9A1B,mixed,3,0,0,25,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9A34,mixed,2,0,0,125,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9AB1,mixed,1,0,0,17,0,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9AC2,mixed,3,0,0,19,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9AD5,mixed,5,0,0,23,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9AEC,mixed,4,0,0,7,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9AF3,mixed,4,0,0,5,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9AF8,mixed,2,0,0,22,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9B0E,mixed,9,0,0,1,0,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9B0F,mixed,1,0,0,6,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9B15,mixed,5,0,0,13,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9B22,mixed,3,0,0,19,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9B35,mixed,2,2,0,62,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9B73,mixed,1,0,0,283,1,8,16,4,0,1,0,state_update_worker,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9C8E,mixed,1,0,0,151,2,5,8,0,0,7,6,dispatcher_or_router,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9D25,mixed,1,0,0,227,5,14,15,1,0,14,13,dispatcher_or_router,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9E08,mixed,1,0,0,16,1,1,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9E18,mixed,1,0,0,24,0,2,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9E30,mixed,1,0,0,24,0,2,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9E48,mixed,1,0,0,31,1,1,2,0,0,3,2,unknown,probable
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9E67,mixed,1,0,0,28,0,2,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9E83,mixed,5,0,0,25,1,0,0,0,0,1,0,unknown,hypothesis
90CYE03_19_2 v2_1.PZU,90CYE_v2_1,0x9E9C,mixed,2,0,0,3,0,0,0,0,0,1,0,unknown,hypothesis
