file,branch,block_addr,block_type,entry_evidence,parent_function_candidate,incoming_lcalls,incoming_ljmps,incoming_sjmps,instruction_count,ends_with,target_addr,fallthrough_addr,confidence
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F51,conditional_branch_block,,0x5DFF,0,0,0,25,conditional_branch,0x5F51,0x5F7E,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x5F7E,unknown_block,,0x5DFF,0,0,0,67,fallthrough,0x85B6,0x6010,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6010,conditional_branch_block,,0x5DFF,0,0,0,5,conditional_branch,0x6027,0x601D,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x601D,unknown_block,,0x5DFF,0,0,0,2,LJMP,,0x601F,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6027,conditional_branch_block,,0x5DFF,0,0,0,2,conditional_branch,0x6034,0x602A,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x602A,unknown_block,,0x5DFF,0,0,0,4,fallthrough,0x6083,0x6034,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6034,conditional_branch_block,,0x5DFF,0,0,0,9,conditional_branch,0x6010,0x6047,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6047,unknown_block,,0x5DFF,0,0,0,1,LJMP,0x8BEA,,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x604A,function_entry,call_target,0x604A,5,0,0,1,fallthrough,,0x604B,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x604B,function_entry,mixed,0x604B,39,1,0,6,RET,,0x6054,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x605A,function_entry,call_target,0x605A,2,0,0,1,conditional_branch,0x605E,0x605C,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x605C,unknown_block,,0x605A,0,0,0,2,RET,,0x605D,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x605E,conditional_branch_block,,0x605A,0,0,0,2,RET,,0x605F,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6060,function_entry,call_target,0x6060,3,0,0,1,fallthrough,,0x6061,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6061,conditional_branch_block,,0x6060,0,0,0,3,conditional_branch,0x6061,0x6066,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6066,unknown_block,,0x6060,0,0,0,1,RET,,,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6067,function_entry,call_target,0x6067,2,0,0,5,RET,0x60A6,0x606F,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6070,function_entry,mixed,0x6070,2,0,1,7,RET,0x60A6,0x607A,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x607B,function_entry,call_target,0x607B,5,0,0,1,conditional_branch,0x6081,0x607D,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x607D,unknown_block,,0x607B,0,0,0,2,SJMP,0x6070,0x607F,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6081,conditional_branch_block,,0x607B,0,0,0,1,fallthrough,,0x6083,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6083,function_entry,call_target,0x6083,5,0,0,6,RET,0x60A6,0x608C,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x60A6,function_entry,call_target,0x60A6,3,0,0,8,fallthrough,,0x60B5,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x60B5,function_entry,call_target,0x60B5,3,0,0,4,RET,,0x60B9,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x60EE,function_entry,call_target,0x60EE,1,0,0,1,conditional_branch,0x60F1,0x60F0,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x60F0,unknown_block,,0x60EE,0,0,0,1,RET,,,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x60F1,conditional_branch_block,,0x60EE,0,0,0,1,fallthrough,,0x60F4,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x60F4,conditional_branch_block,,0x60EE,0,0,0,3,conditional_branch,0x60F4,0x60F9,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x60F9,unknown_block,,0x60EE,0,0,0,2,RET,,0x60FB,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6105,conditional_branch_block,,0x60EE,0,0,0,1,RET,,,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6106,function_entry,call_target,0x6106,2,0,0,7,conditional_branch,0x6126,0x6114,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6114,unknown_block,,0x6106,0,0,0,1,conditional_branch,0x6105,0x6117,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6117,unknown_block,,0x6106,0,0,0,1,conditional_branch,0x6120,0x611A,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x611A,unknown_block,,0x6106,0,0,0,3,LJMP,0x6167,0x611D,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6120,conditional_branch_block,,0x6106,0,0,0,3,fallthrough,,0x6126,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6126,conditional_branch_block,,0x6106,0,0,0,5,conditional_branch,0x6133,0x6130,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6130,unknown_block,,0x6106,0,0,0,2,fallthrough,,0x6134,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6133,conditional_branch_block,,0x6106,0,0,0,1,conditional_branch,0x6139,0x6136,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6136,unknown_block,,0x6106,0,0,0,2,conditional_branch,0x6120,0x613B,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6139,conditional_branch_block,,0x6106,0,0,0,1,conditional_branch,0x613F,0x613C,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x613B,unknown_block,,0x6106,0,0,0,1,fallthrough,,0x613C,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x613C,unknown_block,,0x6106,0,0,0,2,fallthrough,,0x613F,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x613F,conditional_branch_block,,0x6106,0,0,0,1,conditional_branch,0x6145,0x6142,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6142,unknown_block,,0x6106,0,0,0,2,fallthrough,,0x6145,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6145,conditional_branch_block,,0x6106,0,0,0,3,conditional_branch,0x614F,0x614C,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x614C,unknown_block,,0x6106,0,0,0,2,fallthrough,,0x614F,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x614F,conditional_branch_block,,0x6106,0,0,0,1,fallthrough,,0x6151,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6151,conditional_branch_block,,0x6106,0,0,0,4,conditional_branch,0x6162,0x6159,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6159,unknown_block,,0x6106,0,0,0,5,fallthrough,0x791E,0x6162,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6162,conditional_branch_block,,0x6106,0,0,0,3,conditional_branch,0x6151,0x6167,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6167,internal_jump_block,jump_target,0x6167,0,1,0,9,conditional_branch,0x617D,0x617A,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x617A,unknown_block,,0x6167,0,0,0,2,conditional_branch,0x61B0,0x617F,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x617D,conditional_branch_block,,0x6167,0,0,0,1,fallthrough,,0x6180,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x617F,unknown_block,,0x6167,0,0,0,10,RET,,0x618B,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x61B0,conditional_branch_block,,0x6167,0,0,0,3,RET,,0x61B2,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x61CC,internal_jump_block,jump_target,0x61CC,0,0,1,1,fallthrough,,0x61CD,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x61CD,function_entry,call_target,0x61CD,11,0,0,1,fallthrough,,0x61D0,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x61D0,internal_jump_block,jump_target,0x61D0,0,0,1,8,RET,,0x61DE,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x61E4,function_entry,call_target,0x61E4,3,0,0,2,SJMP,0x61CC,0x61E7,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x61E9,function_entry,call_target,0x61E9,3,0,0,2,SJMP,0x61F6,0x61EC,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x61EE,function_entry,call_target,0x61EE,1,0,0,2,SJMP,0x61F6,0x61F1,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x61F6,internal_jump_block,jump_target,0x61F6,0,0,2,3,SJMP,0x61D0,0x61FA,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6200,function_entry,call_target,0x6200,1,0,0,9,RET,,0x6211,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6215,internal_jump_block,jump_target,0x6215,0,0,1,10,RET,,0x6227,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6228,function_entry,call_target,0x6228,2,0,0,2,SJMP,0x6215,0x622B,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6331,function_entry,call_target,0x6331,2,0,0,4,RET,,0x6335,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x64A7,function_entry,call_target,0x64A7,1,0,0,10,RET,,0x64B5,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x64B6,function_entry,call_target,0x64B6,2,0,0,12,RET,,0x64C7,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x64C8,function_entry,call_target,0x64C8,1,0,0,3,fallthrough,,0x64CF,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x64CF,conditional_branch_block,,0x64C8,0,0,0,3,conditional_branch,0x64CF,0x64D3,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x64D3,unknown_block,,0x64C8,0,0,0,4,RET,,0x64D8,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6667,function_entry,call_target,0x6667,1,0,0,13,LJMP,0x72C6,0x6681,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x673C,function_entry,call_target,0x673C,1,0,0,3,conditional_branch,0x6749,0x6742,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6742,unknown_block,,0x673C,0,0,0,4,fallthrough,,0x6749,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6749,conditional_branch_block,,0x673C,0,0,0,11,RET,,0x675D,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x6DCB,function_entry,call_target,0x6DCB,1,0,0,7,LJMP,0x72C6,0x6DDA,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x729E,function_entry,call_target,0x729E,1,0,0,18,fallthrough,,0x72B7,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x72B6,internal_jump_block,jump_target,0x72B6,0,1,0,11,fallthrough,,0x72C7,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x72C6,internal_jump_block,jump_target,0x72C6,0,2,0,10,RET,,0x72D4,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x72D5,function_entry,call_target,0x72D5,2,0,0,9,RET,,0x72E3,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x72E4,function_entry,mixed,0x72E4,1,1,0,13,conditional_branch,0x733A,0x72FA,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x72FA,unknown_block,,0x72E4,0,0,0,2,conditional_branch,0x7305,0x72FD,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x72FD,unknown_block,,0x72E4,0,0,0,7,fallthrough,,0x7305,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7305,conditional_branch_block,,0x72E4,0,0,0,2,conditional_branch,0x730E,0x730A,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x730A,unknown_block,,0x72E4,0,0,0,3,LJMP,,0x730C,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x730E,conditional_branch_block,,0x72E4,0,0,0,27,fallthrough,,0x733A,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x733A,conditional_branch_block,,0x72E4,0,0,0,27,conditional_branch,0x736E,0x736B,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x736B,unknown_block,,0x72E4,0,0,0,2,RET,,0x736D,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x736E,conditional_branch_block,,0x72E4,0,0,0,12,RET,,0x737E,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x745A,function_entry,mixed,0x745A,1,0,1,6,conditional_branch,0x746C,0x7467,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7467,unknown_block,,0x745A,0,0,0,2,SJMP,0x745A,0x746A,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x746C,conditional_branch_block,,0x745A,0,0,0,18,conditional_branch,0x748B,0x7487,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7487,unknown_block,,0x745A,0,0,0,2,SJMP,0x7494,0x7489,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x748B,conditional_branch_block,,0x745A,0,0,0,4,fallthrough,0x64B6,0x7494,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7494,internal_jump_block,jump_target,0x7494,0,0,1,22,conditional_branch,0x74CA,0x74C8,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x74C8,unknown_block,,0x7494,0,0,0,1,SJMP,0x74FF,,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x74CA,conditional_branch_block,,0x7494,0,0,0,5,conditional_branch,0x74FF,0x74D5,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x74D5,unknown_block,,0x7494,0,0,0,5,conditional_branch,0x74DF,0x74DF,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x74DF,conditional_branch_block,,0x7494,0,0,0,1,conditional_branch,0x74FF,0x74E1,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x74E1,unknown_block,,0x7494,0,0,0,15,fallthrough,0x7FB5,0x74FF,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x74FF,conditional_branch_block,jump_target,0x74FF,0,0,1,11,conditional_branch,0x7518,0x7515,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7515,unknown_block,,0x74FF,0,0,0,1,fallthrough,0x7C97,0x7518,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7518,function_entry,call_target,0x7518,1,0,0,5,conditional_branch,0x7549,0x7521,probable
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7521,unknown_block,,0x7518,0,0,0,12,conditional_branch,0x7549,0x7539,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7539,unknown_block,,0x7518,0,0,0,2,fallthrough,,0x753E,unknown
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x753E,conditional_branch_block,,0x7518,0,0,0,2,conditional_branch,0x7549,0x7541,hypothesis
90CYE02_27 DKS.PZU,90CYE_shifted_DKS,0x7541,unknown_block,,0x7518,0,0,0,2,conditional_branch,0x753E,0x7544,unknown
